index_source,pubmed_id,title_pub,title_source,authors_pub,clusterid_google,titleMatch
339,32552730,"Multiple functions of the scaffold protein Discs large 5 in the control of growth, cell polarity and cell adhesion in Drosophila melanogaster.","Multiple functions of the scaffold protein Discs large 5 in the control of growth, cell polarity and cell adhesion in Drosophila melanogaster","P VENUGOPAL,H VEYSSIÈRE,JL COUDERC,G RICHARD,C VACHIAS,V MIROUSE",7522162404640629482,High
340,34564532,High-Level Expression of Palmitoylated MPP1 Recombinant Protein in Mammalian Cells.,High-level expression of palmitoylated MPP1 recombinant protein in mammalian cells,"A CHYTŁA,W GAJDZIK-NOWAK,A BIERNATOWSKA,AF SIKORSKI,A CZOGALLA",698740457272004137,High
341,31904424,Distinct calcium/calmodulin-dependent serine protein kinase domains control cardiac sodium channel membrane expression and focal adhesion anchoring.,Distinct calcium/calmodulin-dependent serine protein kinase domains control cardiac sodium channel membrane expression and focal adhesion anchoring,"A BEURIOT,CA EICHEL,G DILANIAN,F LOUAULT,D MELGARI,N DOISNE,A COULOMBE,SN HATEM,E BALSE",7451720225721710050,High
342,29706638,Genome-wide linkage analysis in Spanish melanoma-prone families identifies a new familial melanoma susceptibility locus at 11q.,Genome-wide linkage analysis in Spanish melanoma-prone families identifies a new familial melanoma susceptibility locus at 11q,"M POTRONY,JA PUIG-BUTILLE,JM FARNHAM,P GIMÉNEZ-XAVIER,C BADENAS,G TELL-MARTÍ,P AGUILERA,C CARRERA,J MALVEHY,CC TEERLINK,S PUIG",16058727201215697752,High
343,32157575,Interaction Between CRIPT and PSD-95 Is Required for Proper Dendritic Arborization in Hippocampal Neurons.,Interaction between CRIPT and PSD-95 is required for proper dendritic arborization in hippocampal neurons,"A OMELCHENKO,H MENON,SG DONOFRIO,G KUMAR,HM CHAPMAN,J ROSHAL,ER MARTINEZ-MONTES,TL WANG,MR SPALLER,BL FIRESTEIN",10371094073877480413,High
344,33833781,The Potential Regulatory Network of Glutamate Metabolic Pathway Disturbance in Chinese Han Withdrawal Methamphetamine Abusers.,The potential regulatory network of glutamate metabolic pathway disturbance in Chinese Han withdrawal methamphetamine abusers,"S PENG,H SU,T CHEN,X LI,J DU,H JIANG,M ZHAO",5844399205166371069,High
345,33908867,Electrical synaptic transmission requires a postsynaptic scaffolding protein.,Electrical synaptic transmission requires a postsynaptic scaffolding protein,"AM LASSEIGNE,FA ECHEVERRY,S IJAZ,JC MICHEL,EA MARTIN,AJ MARSH,E TRUJILLO,KC MARSDEN,AE PEREDA,AC MILLER",796658927360650917,High
346,33626355,Phase separation-mediated condensation of Whirlin-Myo15-Eps8 stereocilia tip complex.,Phase separation-mediated condensation of Whirlin-Myo15-Eps8 stereocilia tip complex,"L LIN,Y SHI,M WANG,C WANG,Q LU,J ZHU,R ZHANG",17046493715581826714,High
347,33034629,Multi-ethnic GWAS and meta-analysis of sleep quality identify MPP6 as a novel gene that functions in sleep center neurons.,Multi-ethnic GWAS and meta-analysis of sleep quality identify MPP6 as a novel gene that functions in sleep center neurons,"S KHOURY,QP WANG,M PARISIEN,P GRIS,AV BORTSOV,SD LINNSTAEDT,SA MCLEAN,AS TUNGATE,T SOFER,J LEE,T LOUIE,S REDLINE,MA KAUNISTO,EA KALSO,HM MUNTER,AG NACKLEY,GD SLADE,SB SMITH,DV ZAYKIN,RB FILLINGIM,R OHRBACH,JD GREENSPAN,W MAIXNER,GG NEELY,L DIATCHENKO",12100347886645154924,High
348,34637756,Assembly of model postsynaptic densities involves interactions auxiliary to stoichiometric binding.,Assembly of model postsynaptic densities involves interactions auxiliary to stoichiometric binding,"YH LIN,H WU,B JIA,M ZHANG,HS CHAN",12246916115372762934,High
349,34285255,Molecular characterization of direct interactions between MPP1 and flotillins.,Molecular characterization of direct interactions between MPP1 and flotillins,"A BIERNATOWSKA,P OLSZEWSKA,K GRZYMAJŁO,D DRABIK,S KRASZEWSKI,AF SIKORSKI,A CZOGALLA",1158909178598562614,High
350,31546104,"Apical-Basal Polarity Signaling Components, Lgl1 and aPKCs, Control Glutamatergic Synapse Number and Function.","Apical-Basal Polarity Signaling Components, Lgl1 and aPKCs, Control Glutamatergic Synapse Number and Function","J SCOTT,S THAKAR,Y MAO,H QIN,H HEJRAN,SY LEE,T YU,O KLEZOVITCH,H CHENG,Y MU,S GHOSH,V VASIOUKHIN,Y ZOU",11686880928966494575,High
351,,,"Biochemical, Structural and Functional Characterization of Two Postsynaptic Density Proteins: Shank3 and SynGAP",,3755109169936664632,None
352,33216857,Structure of the FERM domain of a neural scaffold protein FRMPD4 implicated in X-linked intellectual disability.,Structure of the FERM domain of a neural scaffold protein FRMPD4 implicated in X-linked intellectual disability,"M WANG,L LIN,Y SHI,L HE,C WANG,J ZHU",5528352144023217853,High
353,30038396,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals,"JJ LEE,R WEDOW,A OKBAY,E KONG,O MAGHZIAN,M ZACHER,TA NGUYEN-VIET,P BOWERS,J SIDORENKO,R KARLSSON LINNÉR,MA FONTANA,T KUNDU,C LEE,H LI,R LI,R ROYER,PN TIMSHEL,RK WALTERS,EA WILLOUGHBY,L YENGO,M ALVER,Y BAO,DW CLARK,FR DAY,NA FURLOTTE,PK JOSHI,KE KEMPER,A KLEINMAN,C LANGENBERG,R MÄGI,JW TRAMPUSH,SS VERMA,Y WU,M LAM,JH ZHAO,Z ZHENG,JD BOARDMAN,H CAMPBELL,J FREESE,KM HARRIS,C HAYWARD,P HERD,M KUMARI,T LENCZ,J LUAN,AK MALHOTRA,A METSPALU,L MILANI,KK ONG,JRB PERRY,DJ PORTEOUS,MD RITCHIE,MC SMART,BH SMITH,JY TUNG,NJ WAREHAM,JF WILSON,JP BEAUCHAMP,DC CONLEY,T ESKO,SF LEHRER,PKE MAGNUSSON,S OSKARSSON,TH PERS,MR ROBINSON,K THOM,C WATSON,CF CHABRIS,MN MEYER,DI LAIBSON,J YANG,M JOHANNESSON,PD KOELLINGER,P TURLEY,PM VISSCHER,DJ BENJAMIN,D CESARINI",11803374602799781210,High
354,,,Engineering biological networks using cooperative transcriptional assembly,,ETXZFAI-bDIJ,None
355,32039235,Characterizing the Binding Sites for GK Domain of DLG1 and DLG4 via Molecular Dynamics Simulation.,Characterizing the Binding Sites for GK Domain of DLG1 and DLG4 via Molecular Dynamics Simulation,"H LI,Q CHEN,C SHAN,C GUO,X YANG,Y CHEN,J ZHU,Q OUYANG",4023046620459650626,High
356,,,RELN as a Candidate Gene for Autism Spectrum Disorder (ASD),,IggZGtrmSxEJ,None
357,,,Characteristics of the effects of genetic variation in rodent models of risk for schizophrenia and neurodevelopment disorder,,17050739695808600074,None
358,32982686,Structure and Functions of Sidekicks.,Structure and functions of Sidekicks,M YAMAGATA,9238708365216026267,High
359,33528721,Energetics of stochastic BCM type synaptic plasticity and storing of accurate information.,Energetics of stochastic BCM type synaptic plasticity and storing of accurate information,J KARBOWSKI,15161518762421827255,High
360,,,The Use of Small Animal Molecular Imaging (μPET) Exemplified in a Neurobiological Pathology,,588281675839665600,None
361,34051266,Presynaptic bouton compartmentalization and postsynaptic density-mediated glutamate receptor clustering via phase separation.,Presynaptic bouton compartmentalization and postsynaptic density-mediated glutamate receptor clustering via phase separation,"Z FENG,X WU,M ZHANG",801515849957842243,High
362,,,Methods and Compositions for Regenerative Synaptogenesis,,1813025985916447538,None
363,,,Generation of mouse models of neurodevelopmental disorders using the CRISPR/Cas9 system,,13418060411793434887,None
364,,,Engineering paralog-specific PSD-95 synthetic binders as potent and minimally invasive imaging probes,,17651682359334732636,None
365,34271021,AMPA receptors in the synapse: Very little space and even less time.,AMPA receptors in the synapse: Very little space and even less time,J BARANOVIC,3836454803753429237,High
366,30292394,RPS23RG1 Is Required for Synaptic Integrity and Rescues Alzheimer's Disease-Associated Cognitive Deficits.,RPS23RG1 is Required for Synaptic Integrity and Rescues Alzheimer's Associated Cognitive Deficits,"D ZHAO,J MENG,Y ZHAO,Y HUO,Y LIU,N ZHENG,M ZHANG,Y GAO,Z CHEN,H SUN,X WANG,C JING,T ZHANG,X ZHANG,H LUO,X WANG,J ZHANG,FR LIU,Y LI,G BU,L WEN,TY HUANG,H XU,YW ZHANG",15388295346925754928,High
367,32853540,BraInMap Elucidates the Macromolecular Connectivity Landscape of Mammalian Brain.,Macromolecular Connectivity Landscape of Mammalian Brain,"R POURHAGHIGHI,PEA ASH,S PHANSE,F GOEBELS,LZM HU,S CHEN,Y ZHANG,SD WIERBOWSKI,S BOUDEAU,MT MOUTAOUFIK,RH MALTY,E MALOLEPSZA,K TSAFOU,A NATHAN,G CROMAR,H GUO,A AL ABDULLATIF,DJ APICCO,LA BECKER,AD GITLER,SM PULST,A YOUSSEF,R HEKMAN,PC HAVUGIMANA,CA WHITE,BC BLUM,A RATTI,CD BRYANT,J PARKINSON,K LAGE,M BABU,H YU,GD BADER,B WOLOZIN,A EMILI",uT-CYe7eDZoJ,High
368,34830481,PSD-95: An Effective Target for Stroke Therapy Using Neuroprotective Peptides.,PSD-95: An Effective Target for Stroke Therapy Using Neuroprotective Peptides,"L UGALDE-TRIVIÑO,M DÍAZ-GUERRA",14670518449861787779,High
369,,,Exploring the Role for mGluR5 in Regulating Striatal Medium Spiny Neuron,,oM8vci6aRqcJ,None
370,30013172,FRETting over postsynaptic PKC signaling.,FRETting over postsynaptic PKC signaling,"ML DELL'ACQUA,KM WOOLFREY",1026511419240021655,High
371,29103941,Asymmetry of an Intracellular Scaffold at Vertebrate Electrical Synapses.,Asymmetry of an intracellular scaffold at vertebrate electrical synapses,"AJ MARSH,JC MICHEL,AP ADKE,EL HECKMAN,AC MILLER",maoOe5Tf3CoJ,High
372,34536123,PSD-93 up-regulates the synaptic activity of corticotropin-releasing hormone neurons in the paraventricular nucleus in depression.,PSD-93 up-regulates the synaptic activity of corticotropin-releasing hormone neurons in the paraventricular nucleus in depression,"XY QIN,QH SHAN,H FANG,Y WANG,P CHEN,ZQ XIONG,DF SWAAB,JN ZHOU",14956396339649978521,High
373,,,Developing an object-based colocalisation analysis method to measure synaptic diversity,,13938765811069861850,None
374,,,[CITATION][C],,fmwejQBOt6IJ,None
375,,,Entropy of stapled peptide inhibitors in free state is the major contributor to the improvement of binding affinity with the GK domain,,4853085254690569857,None
376,34766008,Role of actin cytoskeleton in the organization and function of ionotropic glutamate receptors.,Role of actin cytoskeleton in the organization and function of ionotropic glutamate receptors,"P DUTTA,P BHARTI,J KUMAR,S MAITI",3046629367306110384,High
377,33976205,Tanc2-mediated mTOR inhibition balances mTORC1/2 signaling in the developing mouse brain and human neurons.,Tanc2-mediated mTOR inhibition balances mTORC1/2 signaling in the developing mouse brain and human neurons,"SG KIM,S LEE,Y KIM,J PARK,D WOO,D KIM,Y LI,W SHIN,H KANG,C YOOK,M LEE,K KIM,JD ROH,J RYU,H JUNG,SM UM,E YANG,H KIM,J HAN,WD HEO,E KIM",15172320456315435423,High
378,34761188,Site-specific phosphorylation of PSD-95 dynamically regulates the postsynaptic density as observed by phase separation.,Site-Specific Phosphorylation of PSD-95 Dynamically Regulates the Postsynaptic Density as Observed by Phase Separation,"M VISTRUP-PARRY,X CHEN,TL JOHANSEN,S BACH,SC BUCH-LARSEN,CRO BARTLING,C MA,LS CLEMMENSEN,ML NIELSEN,M ZHANG,K STRØMGAARD",6279993331728316564,High
379,,,JB Special Review—Neuronal functions and disorders Postsynaptic density proteins and their involvement in,,rGWOl-aVqT4J,None
380,33976205,Tanc2-mediated mTOR inhibition balances mTORC1/2 signaling in the developing mouse brain and human neurons.,Tanc2-dependent direct and regulated mTOR inhibition balances mTORC1/2 signaling in developing mouse and human neurons,"SG KIM,S LEE,Y KIM,J PARK,D WOO,D KIM,Y LI,W SHIN,H KANG,C YOOK,M LEE,K KIM,JD ROH,J RYU,H JUNG,SM UM,E YANG,H KIM,J HAN,WD HEO,E KIM",8664221633163331758,High
381,,,Zo-1 Directs Electrical Synapse Formation in the Cns of Developing Zebrafish,,12988348849456931055,None
382,31904424,Distinct calcium/calmodulin-dependent serine protein kinase domains control cardiac sodium channel membrane expression and focal adhesion anchoring.,Distinct CASK domains control cardiac sodium channel membrane expression and focal adhesion anchoring,"A BEURIOT,CA EICHEL,G DILANIAN,F LOUAULT,D MELGARI,N DOISNE,A COULOMBE,SN HATEM,E BALSE",15003346607645236072,High
383,33114686,Not Just Another Scaffolding Protein Family: The Multifaceted MPPs.,Not Just Another Scaffolding Protein Family: The Multifaceted MPPs,"A CHYTŁA,W GAJDZIK-NOWAK,P OLSZEWSKA,A BIERNATOWSKA,AF SIKORSKI,A CZOGALLA",4731952995317480328,High
384,,,Studying human neuropsychiatric disease in DLG2 deficient neurons,,15149279808295658396,None
385,,,Detecting signals of selection in the genomes of Native Americans and admixed Latin Americans,,11654708461441411436,None
386,34371146,Crystal structure of the PDZ4 domain of MAGI2 in complex with PBM of ARMS reveals a canonical PDZ recognition mode.,Crystal structure of the PDZ4 domain of MAGI2 in complex with PBM of ARMS reveals a canonical PDZ recognition mode,"Y ZHANG,Z ZHONG,J YE,C WANG",10234859283510675042,High
387,,,Selective behavioural impairments in mice heterozygous for the cross disorder psychiatric risk gene DLG2,,13012883167558985129,None
388,,,CADM1 promotes malignant features of small-cell lung cancer by recruiting 4.1 R to the plasma membrane,,1492814890074411174,None
389,,,Functional analysis of disease-associated CASK missense mutations,,8207666451325344471,None
390,,,Characterization of the oncogenic properties of human papillomavirus E6 proteins,,5777206787173403203,None
391,34133460,Functional analysis of CASK transcript variants expressed in human brain.,Functional analysis of CASK transcript variants expressed in human brain,"D TIBBE,YE PAN,C REISSNER,FL HARMS,HJ KREIENKAMP",14433068581805272845,High
392,,,Progress in Neuropsychopharmacology & Biological Psychiatry,,15jfzUyPvi8J,None
393,,,"Missense mutations in CASK, coding for the calcium‐/calmodulin‐dependent serine protein kinase, interfere with neurexin binding and neurexin‐induced …",,12674560747584801423,None
394,34093851,A novel cell-penetrating peptide targeting calpain-cleavage of PSD-95 induced by excitotoxicity improves neurological outcome after stroke.,A novel cell-penetrating peptide targeting calpain-cleavage of PSD-95 induced by excitotoxicity improves neurological outcome after stroke,"S AYUSO-DOLADO,GM ESTEBAN-ORTEGA,ÓG VIDAURRE,M DÍAZ-GUERRA",3276679855939426402,High
395,,,[CITATION][C],,WUgJ9Ij8PzAJ,None
396,,,Desarrollo de péptidos neuroprotectores frente a la isquemia cerebral basados en el receptor de glutamato de tipo NMDA y su proteína interaccionante PSD-95,,14186284065624712492,None
397,,,Charakterisierung der PSD93 Expression in Interferon β-produzierenden plasmazytoiden dendritischen Zellen auf mRNA-und Proteinebene,,5005662089930672770,None
398,,,Characterisation of the novel postsynaptic scaffold protein MPP2,,2393093451104239097,None
399,,,"Etude structurale de la Whirline, protéine modulaire cruciale dans les mécanismes de la vision et de l'audition",,1143533791520500753,None
400,,,Super-resolution imaging reveals differential organization and regulation of NMDA receptor subtypes,,3581156268097358447,None
401,23571210,Molecular pathways regulating mitotic spindle orientation in animal cells.,Molecular pathways regulating mitotic spindle orientation in animal cells,"MS LU,CA JOHNSTON",9940319800218621783,High
402,23958212,Mechanisms of spindle positioning: cortical force generators in the limelight.,Mechanisms of spindle positioning: cortical force generators in the limelight,"S KOTAK,P GÖNCZY",3356050794813842591,High
403,22554882,Spindle orientation in mammalian cerebral cortical development.,Spindle orientation in mammalian cerebral cortical development,"MA LANCASTER,JA KNOBLICH",6656831276939660350,High
404,,,Par3–mInsc and Gα i3 cooperate to promote oriented epidermal cell divisions through LGN,,16713844042351635180,None
405,,,Epithelial homeostasis,,8992377996879775611,None
406,24021274,"Oriented divisions, fate decisions.","Oriented divisions, fate decisions","SE WILLIAMS,E FUCHS",16232644620439853531,High
407,22117215,Guanylate kinase domains of the MAGUK family scaffold proteins as specific phospho-protein-binding modules.,Guanylate kinase domains of the MAGUK family scaffold proteins as specific phospho‐protein‐binding modules,"J ZHU,Y SHANG,C XIA,W WANG,W WEN,M ZHANG",2935814447994661518,High
408,28045117,Cell division orientation is coupled to cell-cell adhesion by the E-cadherin/LGN complex.,Cell division orientation is coupled to cell–cell adhesion by the E-cadherin/LGN complex,"M GLOERICH,JM BIANCHINI,KA SIEMERS,DJ COHEN,WJ NELSON",8246803728365958657,High
409,26038942,Structural evidence for Scc4-dependent localization of cohesin loading.,Structural evidence for Scc4-dependent localization of cohesin loading,"SM HINSHAW,V MAKRANTONI,A KERR,AL MARSTON,SC HARRISON",15808344779306122823,High
410,24062586,Spindle orientation and epidermal morphogenesis.,Spindle orientation and epidermal morphogenesis,"A KULUKIAN,E FUCHS",13975895809945590880,High
411,,,A molecular blueprint at the apical surface establishes planar asymmetry in cochlear hair cells,,12253161802026268112,None
412,24302560,Activators of G protein signaling exhibit broad functionality and define a distinct core signaling triad.,Activators of G protein signaling exhibit broad functionality and define a distinct core signaling triad,"JB BLUMER,SM LANIER",14299542504442330122,High
413,26751642,Concomitant binding of Afadin to LGN and F-actin directs planar spindle orientation.,Concomitant binding of Afadin to LGN and F-actin directs planar spindle orientation,"M CARMINATI,S GALLINI,L PIROVANO,A ALFIERI,S BISI,M MAPELLI",14055277995097940843,High
414,25383926,Structural basis of diverse membrane target recognitions by ankyrins.,Structural basis of diverse membrane target recognitions by ankyrins,"C WANG,Z WEI,K CHEN,F YE,C YU,V BENNETT,M ZHANG",3684203187140811080,High
415,29848445,Dynein-Dynactin-NuMA clusters generate cortical spindle-pulling forces as a multi-arm ensemble.,Dynein–Dynactin–NuMA clusters generate cortical spindle-pulling forces as a multi-arm ensemble,"M OKUMURA,T NATSUME,MT KANEMAKI,T KIYOMITSU",3934762087456880378,High
416,22171003,Inscuteable and NuMA proteins bind competitively to Leu-Gly-Asn repeat-enriched protein (LGN) during asymmetric cell divisions.,Inscuteable and NuMA proteins bind competitively to Leu-Gly-Asn repeat-enriched protein (LGN) during asymmetric cell divisions,"S CULURGIONI,A ALFIERI,V PENDOLINO,F LADDOMADA,M MAPELLI",6280946909876139662,High
